(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
67da4695-970b-ee11-8f6e-002248d2defa;rn93kJqizaYgHX5J72q7WIikGSe75hj8HKadW3wmOnbjk4GW16JMJyqNcbZ9AhmpdYoREGCSN6f3A7CS0itVig==;15/06/2023 16:14;OT-LAP2113908;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;32470404;HEBE MICUCCI;AV OCAMPO 1983;CATAMARCA;4.700;AV OCAMPO 1983;CATAMARCA;-28,49552;-65,78038;VE_390_PP101_P250;
f014c697-970b-ee11-8f6e-00224838333c;LizD1ypY9Bfzhm45HvolXrUSknp4C9gFyGRIEHzC6lWGgf2hffbUo1EEK3LpYok4GO9M7IeM10DMWjNaFGanGA==;15/06/2023 16:16;OT-LAP2113903;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14400059;COLEGIO DE INGENIEROS CIVILES;ALBERDI 786;SAN MIGUEL DE TUCUMAN;4.000;ALBERDI 786;TUCUMAN;-26,83967;-65,21661;VE_390_PP101_P250;
5972cc93-970b-ee11-8f6e-0022483837ce;YZpjddJj+pFIP2fTzImB39f4L01zL3HSLcbgl+/wf+lOs673s/Gf+F8fGfsTAocD4pKZ7IWvI3lgWhgYgpFnCg==;15/06/2023 16:15;OT-LAP2113891;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47017979;LA PORTE?A ROTISERIA;AV RIVADAVIA 15  Entre LAVALLE y BELGRANO;JOAQUIN V. GONZALEZ;4.448;AV RIVADAVIA 15  Entre LAVALLE y BELGRANO;SALTA;-25,11965;-64,12797;VE_390_PP101_P250;
4920d48d-970b-ee11-8f6e-0022483837ce;B4WL+itK/mL+KAf8WMSt6NulLWAeQXaCuQtjhv3A4JkaUTG65ZxEEzRuq7AG77eQMacj3m+hSlMnA/OH5thfcg==;15/06/2023 16:15;OT-LAP2113877;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;32470397;K1 LA CASA DEL POLICIA;AV. ACOSTA VILLAFA?EZ 1435;SAN FERNANDO DEL VALLE DE CATAMARCA;4.700;AV. ACOSTA VILLAFA?EZ 1435;CATAMARCA;;;VE_390_PP101_P250;
c64dce8b-970b-ee11-8f6e-00224838333c;SawGatiQnNmOOHST5ojzZRl/Ft0uQiJK4AHILKCsOzmpk7sJm8tQtml7TgtE04YhDsdvHexM95Q4xCUPdILfMg==;15/06/2023 16:15;OT-LAP2113871;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;34020775;MAXIKIOSKO LA ESQUINA;B?PABLO CESTO CALLE 23 ESQ.22 MZ.I CASA 1 970 4101;LAS TALITAS;4.101;B?PABLO CESTO CALLE 23 ESQ.22 MZ.I CASA 1 970 4101;TUCUMAN;;;VE_390_PP101_P250;
a3932ed8-940b-ee11-8f6e-002248d2defa;OgZ7herOsaenc+l/nDNonrpUcfMi1Psd4LbEWzaGdZqLnDVdR6rdTRStz36K1GDA1yQc7hW9rc9DKJd99xWtoQ==;16/06/2023 18:25;OT-LAP2113795;15/06/2023 12:54;24/06/2023 11:54;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16336737;GRIDO;SAN MARTIN 221;LULES;4.128;SAN MARTIN 221;TUCUMAN;-26,92206;-65,33697;N910;Rural
61327ac7-940b-ee11-8f6e-00224838333c;gZrXU75UzgaUz1Ll5RuoYUMMBTNDc7nQkMS3LeztGIY5apPGqKITRhpcziQDU4NPXxZyZnaXQBGs7P17R4txiw==;16/06/2023 18:24;OT-LAP2113792;15/06/2023 12:53;24/06/2023 11:53;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16336727;GRIDO;AV SAN MARTIN ESQUINA CALLE 11;SAN PABLO;4.129;AV SAN MARTIN ESQUINA CALLE 11;TUCUMAN;-26,87354;-65,31278;N910;Rural
1801fb82-920b-ee11-8f6d-002248e05508;fzYIatouplAUaJjbzgLm6FfTc/9J7jmAhsa6bA3hvN1NEd/TWZp+06Pp2ii+1DOVbLllJUt+pI1cc9DRlTaI0w==;15/06/2023 22:58;OT-LAP2113743;15/06/2023 12:37;17/06/2023 14:37;Falla técnica;No;Lapos OT - Masivo Urbano v2;No;17470860;CHAUSSE;MATE DE LUNA 557;SAN FERNANDO DEL VALLE DE CATAMARCA;4700;MATE DE LUNA 557;CATAMARCA;-28,47346;-65,77881;VE_390_PP101_P250;Urbano
33bcd8af-8d0b-ee11-8f6e-0022483837ce;WMjdHQnlbV/UHidmcY0XqrO8FqaHRzCSw0F8m2e2X5v+DJ11Is9joXV/DXc5Fp5Hb815ZZM2mKMSXbPTtY5xaA==;17/06/2023 13:33;OT-LAP2113650;15/06/2023 12:02;23/06/2023 12:02;Baja terminal;Sí;Lapos OT VIP - Ciudad v2;No;16173407;Veterinaria Alem;Buenos Aires 518;SALTA;4400;Buenos Aires 518;SALTA;-24,79640;-65,41028;N910;Ciudad
75249832-8c0b-ee11-8f6e-000d3ac16caf;7Lt1dNAuhb3UBTL51h+juLanXefKDuH4WhnMsauKZ+4rW90RYpi1YNGwYBhUAgnBgiaTETw7N5Wq6V3vDyGBlg==;17/06/2023 16:52;OT-LAP2113617;15/06/2023 11:52;17/06/2023 13:52;Falla técnica;No;Lapos Demora OT - Masivo Ciudad v2;No;16325625;BICICLETERIA;MENDOZA 2788;SAN MIGUEL DE TUCUMAN;4000;MENDOZA 2788;TUCUMAN;-26,82070;-65,23777;;Ciudad
18a0521b-8b0b-ee11-8f6e-002248d2defa;1p4g1wMx6bjIC8iQxiktAzkpmzvM3++NepWVxkkhLXMmDuVTO4K4U6Co5Hx6yw/5rugkB9+z0vyFQxW0cX1OXQ==;15/06/2023 14:44;OT-LAP2113589;15/06/2023 11:44;24/06/2023 10:44;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16337779;SEMAR LUBRICANTES;SUSQUES BARRIO SAN JOSE 335;PALPALA;4.612;SUSQUES BARRIO SAN JOSE 335;JUJUY;-24,26140;-65,22211;N910;Rural
364d84be-8a0b-ee11-8f6e-002248e0d68a;3xuJC0SnY0jX+sGE2mm5qMHqhEeqoxko8iLk/q/lfSq80/0/XG2GRLTI8v+FHCg3SesM2OQWAU6ZXMh1Ep7pGg==;15/06/2023 14:42;OT-LAP2113581;15/06/2023 11:41;23/06/2023 9:41;Insumos papel;No;Lapos OT - Masivo Rural v2;No;16038012;DIMABER;TUCUMAN 6ta cuadra;San Pedro de Colalaos -Trancas;4124;TUCUMAN 6ta cuadra;TUCUMAN;;;N910;Rural
bddc137b-8a0b-ee11-8f6e-002248e0d69c;XY8kTO5FOdShO6lJiyPaMFpXxJy5183/fI0AUYfyR7tjRozaNvEbzwKrxcHdZHeFQtVwam3ZlhxMsmtXU+OGxA==;16/06/2023 18:25;OT-LAP2113577;15/06/2023 11:39;28/06/2023 18:39;Baja terminal;No;Lapos OT - Masivo Ciudad v2;Sí;16058790;TECNO PC;SANTIAGO 1471;SAN MIGUEL DE TUCUMAN;4000;SANTIAGO 1471;TUCUMAN;-26,82098;-65,21778;N910;Ciudad
de0eeeec-890b-ee11-8f6e-002248d2defa;KwfGjCmdUcJ6hG+tWwT+1grT0FA7BIU36OLnrzL9LKPB82wCcaFmXytHixgSjY/LeHuk6Oe206NCokBvK3Uq7w==;15/06/2023 14:36;OT-LAP2113564;15/06/2023 11:35;23/06/2023 9:35;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;47044352;KIRA REPUESTO S.R.L;CRISOSTOMO ALVAREZ 1186;SAN MIGUEL DE TUCUMAN;4000;CRISOSTOMO ALVAREZ 1186;TUCUMAN;-26,83008;-65,21552;VE_390_PP101_P250;Ciudad
758a0867-890b-ee11-8f6e-002248d2defa;wEowbMrBZ+WAZjNwIoRHdlazxv+wn7iexqh8agFKW4knShFT9K8kWHjjVCNvhDLhoJBcq61DNenzGkZkzRHldw==;15/06/2023 19:10;OT-LAP2113554;15/06/2023 11:32;23/06/2023 9:32;Insumos papel;No;Lapos OT - Masivo Rural v2;No;34267142;LOMBARDO MARIA ANGELICA;rivadavia 287;LA COCHA;4162;rivadavia 287;TUCUMAN;-27,58486;-65,61483;PAX_S920;Rural
b3696925-880b-ee11-8f6e-002248e0d08c;GY+shAZIRl4/gy8WSKpbg8ZJWQpEGbmBFVTe3YDXx35KJm/NTvzSEBn0CWZmi7aFBf8aGOa+WTjWJ5GE4pO/hg==;15/06/2023 23:28;OT-LAP2113525;15/06/2023 11:23;28/06/2023 18:23;Baja terminal;No;Lapos OT - Masivo Ciudad v2;Sí;34254546;MUNDO UNIFORMES;SANTIAGO DEL ESTERO 611;SAN MIGUEL DE TUCUMAN;4000;SANTIAGO DEL ESTERO 611;TUCUMAN;-26,82382;-65,20468;;Ciudad
48b01bbc-870b-ee11-8f6e-002248e0d08c;bTybOAmNVxpiUou+GdV5jJjIKHXdNcel1+PgpsT8xIZ+NVhnR/SaVxfYhzVQbMjzC9npdlmWHBRPXUP6QXhB8g==;16/06/2023 15:29;OT-LAP2113512;15/06/2023 11:20;23/06/2023 11:20;Baja terminal;Sí;Lapos OT VIP - Ciudad v2;Sí;35402524;Cuspide;San Mart?n 801;SAN MIGUEL DE TUCUMAN;4000;San Mart?n 801;TUCUMAN;-26,87376;-65,22087;VE_390_PP101_P250;Ciudad
7a4f919d-870b-ee11-8f6e-002248e0d08c;/wPqgARKxhYPYMeK6ypSI/7pWbkbxWDz/s+5ucwxHMhFnxXfQ/Q1Z+hbd2kla732TOyHrs3uFo2TJ5dLMliALg==;15/06/2023 23:26;OT-LAP2113506;15/06/2023 11:19;;Baja terminal;No;Lapos OT - Masivo Extra Rural v2;Sí;35411590;ALISOS SRL;Ruta 9 km 1306;LOS NOGALES;4101;Ruta 9 km 1306;TUCUMAN;;;VE_390_PP101_P250;Extra Rural
ba39445f-870b-ee11-8f6e-002248e0d08c;wkpTGHxq0XQ11u8umsnrKlac7tty1KWP/zqH4bNGMOthQpe3T23ejFGcv/2dMv3KySh6G9Q6AZUrdX6uaIw/lA==;15/06/2023 23:24;OT-LAP2113501;15/06/2023 11:17;28/06/2023 18:17;Baja terminal;No;Lapos OT - Masivo Ciudad v2;Sí;34260321;KALABACHA;CRISOSTOMO ALVAREZ 601 PB LOC;SAN MIGUEL DE TUCUMAN;4000;CRISOSTOMO ALVAREZ 601 PB LOC;TUCUMAN;-26,83188;-65,20675;PAX_S920;Ciudad
21c82c81-830b-ee11-8f6e-002248e05503;VpUHtIxIW3BGJ0NsjJKzFy6chgcaNjJr8V3tevqhCwE535CZu72oYYldW2/T3Kf8s+TVth6Dmn6ja64o6c6ADQ==;15/06/2023 13:50;OT-LAP2113373;15/06/2023 10:49;26/06/2023 15:49;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;16142715;FERRET Y CORRALON GUACHIPAS;ARENALES S/N , único corralón en Guachipas;GUACHIPAS;4425;ARENALES S/N , único corralón en Guachipas;SALTA;;;N910;Extra Rural
b8f6a9ee-820b-ee11-8f6e-0022483839d8;6cbjccfqRsldEgAw6jLYQZmODF0z+NylsLV2/eaPsNBfxKHYXmK/HHx167KB7JG7sq0iXnowMGTBBq+SfXRbcA==;17/06/2023 13:00;OT-LAP2113351;15/06/2023 10:45;22/06/2023 19:45;Insumos papel;No;Lapos OT - Masivo Urbano v2;No;16061128;ABASTO SUPER EXPRESS;SAN MARTIN esqquina JUNIN 0;CONCEPCION;4146;SAN MARTIN esqquina JUNIN 0;TUCUMAN;;;N910;Urbano
8e68f03c-800b-ee11-8f6e-000d3ac16caf;0hlfL3Blsnf2Qw3NdRWplsywl4cWWzC2/VrtEkMl90iDg+GuOE79Flk2cn4xLbiSuD5q0kjDQIzIHqyMxKvtbw==;15/06/2023 22:56;OT-LAP2113292;15/06/2023 10:26;22/06/2023 19:26;Falla técnica;No;Lapos OT - Masivo Rural v2;No;18089333;LUBRICENTRO EL CORRENTINO;GUEMES 170;ORAN;4530;GUEMES 170;SALTA;;;VE_390_PP101_P250;Rural
de4698d8-7f0b-ee11-8f6e-000d3ac16cd2;TFn59k0UC538rsg7WvfjsMTvs4x5yXevUBzLG1KpQBPKxBiT346TGtWetSMXNPhAs6TNktZYlbXq/AW3NxSaZw==;16/06/2023 18:24;OT-LAP2113281;15/06/2023 10:23;22/06/2023 19:23;Falla técnica;No;Lapos OT - Masivo Rural v2;No;14151676;PANADERIA LA FLECHA;BELGRANO 98;LULES;4128;BELGRANO 98;TUCUMAN;-26,92670;-65,33811;VE_390_PP101_P250;Rural
6f9bfa77-7d0b-ee11-8f6e-000d3ac1611c;OmOU2r6Pk0E1xVOUMRgjJamkD5qOOsgmURhGbLtFjQXhoglvRlll7wlRIjJPEJqqx2XPLtteeRSLECMUr/oM+Q==;15/06/2023 13:07;OT-LAP2113248;15/06/2023 10:06;24/06/2023 9:06;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16334804;SEMAR LUBRICANTES;SUSQUES BARRIO SAN JOSE 335;PALPALA;4612;SUSQUES BARRIO SAN JOSE 335;JUJUY;-24,26140;-65,22211;N910;Rural
1272515e-7c0b-ee11-8f6e-000d3ac16cd2;NZ1dU+W0g6wlQzroFNhOo5gQjpdGPPt0X8zDqdhBvQ4ana6qE1IJYUnbyQqF0FEvXc48eEKL2h7DxXox9D8g7w==;15/06/2023 22:58;OT-LAP2113230;15/06/2023 9:58;26/06/2023 14:58;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;18071558;VETERINARIA GOLDEN;AV. PRESIDENTE CASTILLO ESQ EUSEBIO RUSO;VALLE VIEJO;4707;AV. PRESIDENTE CASTILLO ESQ EUSEBIO RUSO;CATAMARCA;-28,44708;-65,71665;VE_390_PP101_P250;Extra Rural
22827497-790b-ee11-8f6e-002248e0d66e;xfJfbMVx51KHST+4qPX5xaeRZZA8ndbk9V6QC9aAVoCDvopMPHRk/hgX5EKP+ozISxdyPnBOy8jV30Peux0MQA==;15/06/2023 19:08;OT-LAP2113188;15/06/2023 9:39;26/06/2023 14:39;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16326265;CLINICA VETERINARIA KHUYAY;COLON 898;MONTEROS;4142;COLON 898;TUCUMAN;-27,17524;-65,50465;N910;Rural
b47f6324-770b-ee11-8f6e-0022483839d8;GoiCW4ETJAmgXFKHkFgJILr7V66rlGHllm4gE7VAWADjdsNhQ6o4y+7yfNBiY8BpOaYs6wxWRliLwlPX68aqGA==;15/06/2023 22:57;OT-LAP2113142;15/06/2023 9:21;22/06/2023 18:21;Insumos papel;No;Lapos OT - Masivo Rural v2;No;16176246;Novedades KIKI;ADOLFO E DAVILA 220;CHILECITO;5360;ADOLFO E DAVILA 220;LA RIOJA;-29,41605;-66,85323;N910;Rural
85f5d85d-060b-ee11-8f6e-000d3ac16cd2;6a4w7KhPcQ6qXbOkVTn5J4fDa66GLyGGXY28iJvPrFr6DwDsKRntojQSz6aT4F/Em58CBVq38J9OEHhTLDXaBw==;14/06/2023 22:54;OT-LAP2112836;14/06/2023 19:54;22/06/2023 17:54;Falla técnica;No;Lapos OT - Masivo Rural v2;No;47044405;CREMITA;ALBERDI 241;SAN PEDRO DE JUJUY;4500;ALBERDI 241;JUJUY;-24,23219;-64,86600;VE_390_PP101_P250;Rural
5fd32537-050b-ee11-8f6e-002248e0d08c;n9/0G6VgogyhpYpDb/K2frF0MMbbU7hdtU06Bl76PdMQrCb6B9dBq05Kx4V8lOEjwOBgM5bWLsRPqzoWHC6AXQ==;17/06/2023 14:29;OT-LAP2112828;14/06/2023 19:45;17/06/2023 10:45;Falla técnica;No;Lapos Demora OT - Masivo Ciudad v2;No;47032525;FERRETERIA BUENOS AIRES;BUENOS AIRES 201;SAN MIGUEL DE TUCUMAN;4000;BUENOS AIRES 201;TUCUMAN;-26,83212;-65,20673;VE_390_PP101_P250;Ciudad
cc1befc3-fd0a-ee11-8f6e-000d3ac16cd2;R11G/UEmmbdXR1i51yxCoS3UNl1LWi40rUpi4PAmyjydHIWZ17S0cKYaie5aXyMg6IRHwkq9H7BjgA900yzPxA==;14/06/2023 21:52;OT-LAP2112770;14/06/2023 18:52;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;34164735;DINASTIA REPUESTOS;N DE CASTILLA 71 0;ANDALGALA;4740;N DE CASTILLA 71 0;CATAMARCA;-28,46237;-65,79747;;Rural
97afbe22-fd0a-ee11-8f6e-002248e05778;jit9v13NoVsgDoqhRW7BxBvKXIXnMlMeIwCz/vz5lpyIhMTRigg/K25lkj/P+YFdYTmBam1WVpfK+lMWu3iAjA==;14/06/2023 22:30;OT-LAP2112759;14/06/2023 18:48;26/06/2023 12:48;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;17451162;CROKJEANS;PASEO GUEMES Y BELGRANO N 0;SALVADOR MAZZA;4568;PASEO GUEMES Y BELGRANO N 0;SALTA;-24,73478;-65,40127;VE_390_PP101_P250;Extra Rural
312f6413-f60a-ee11-8f6e-002248e0d691;//cTeMGCXTl0cy9zvEt9q2fbVsNJOGycN5rpgh4T+zx0TjEdDa1l5VzinjTnszXfEnNmAtcuR4Hgzf3pTKxPrg==;14/06/2023 20:57;OT-LAP2112634;14/06/2023 17:57;22/06/2023 15:57;Insumos papel;No;Lapos OT - Masivo Rural v2;No;16308561;ALMAS GEMELAS;CNEL J E VIDT 396;METAN;4440;CNEL J E VIDT 396;SALTA;;;N910;Rural
04a0c9b4-f00a-ee11-8f6e-002248383caa;AwgDdw3gLemYgBA5dLeti21K3washj+eldjShvAJKJIF2XoS4o4/8U7tN9mPXn/knKxb3z7WA8m6CQGYXfkMuA==;14/06/2023 20:20;OT-LAP2112530;14/06/2023 17:19;26/06/2023 11:19;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16337663;COMESTIBLES FACU;CATAMARCA 0;CAIMANCITO;4.516;CATAMARCA 0;JUJUY;;;N910;Extra Rural
b5a01273-db0a-ee11-8f6e-000d3ac16738;K+8ihb6Tvu6ftF/erMv1Iq6a3e4k7YwaPXk+RCZIo3zddNDSALKPYxvV/LYPeh8yvv5Ux1V/0C1MsO/R9k6/AQ==;14/06/2023 17:47;OT-LAP2112176;14/06/2023 14:47;21/06/2023 11:47;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;14060053;LESCANO DANIEL ESTEBAN;AV BENJAMIN ARAOZ 1172;SAN MIGUEL DE TUCUMAN;4000;AV BENJAMIN ARAOZ 1172;TUCUMAN;-26,83576;-65,17998;;Ciudad
dd3e6b58-d70a-ee11-8f6e-0022483837ce;2hANhoRsIkrsYZEAFYxcmymOmcOUbp1adNu5nazklqOuAq136HNb4vOy+3aZkhJYPDOKpNBVym/WKTsPo4FL8Q==;14/06/2023 17:19;OT-LAP2112101;14/06/2023 14:17;24/06/2023 14:17;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16337371;CORRALON MARTINA;BO 1 DE MAYO 0;FRAILE PINTADO;4.506;BO 1 DE MAYO 0;JUJUY;;;N910;Extra Rural
bab40a2c-d70a-ee11-8f6e-002248d2defa;glLCzlFnnEmaXghsIc6ENJt3ylqkX3JGeHeP8P6LeL5yiddjc8xmJJ+iTbWduOIcZqwJ9E5DZvvOXfz6XVp/Rw==;14/06/2023 17:17;OT-LAP2112059;14/06/2023 14:16;24/06/2023 14:16;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16337370;TODO MOTOS;BO BELGRANO 365;FRAILE PINTADO;4.506;BO BELGRANO 365;JUJUY;;;N910;Extra Rural
5b009cf8-d60a-ee11-8f6e-0022483839d8;vYLPJ+pOdjVphFToWNuOSbV1pykjHJZrs03AaYjClN+Jy2Jj2VSLkOa/tAUuGx9D5B8i/sfQNrvahSe8kt+ahw==;14/06/2023 17:16;OT-LAP2112022;14/06/2023 14:14;23/06/2023 13:14;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16337449;ORTOPEDIA PERICO;AV EXODO 125;PERICO;4.608;AV EXODO 125;JUJUY;;;N910;Rural
daacafb2-c80a-ee11-8f6e-0022483837ce;wHFzj4zmppfzDey8vkWkmKuYIJCiWdxluaZIK3q9/QaMfxT4qeduugE+TLcKfgMkvbWz7EAW9wKhL2fci/0GzA==;14/06/2023 15:33;OT-LAP2111769;14/06/2023 12:32;24/06/2023 12:32;Insumos papel;No;Lapos OT - Masivo Extra Rural v2;No;16270932;D´MEDINA AUTOSERVICIO         ;CRISOSTOMO ALVAREZ 538;MONTERO;4142;CRISOSTOMO ALVAREZ 538;TUCUMAN;;;N910;Extra Rural
480d2cfe-c70a-ee11-8f6e-002248383caa;l98icREHUa6z4AY+fRR3TXPucXEVb0jjP8eIGk/NPEC0ZD1/92kAY+2PgNx4l5sWfkKgc9RmlPQPNmm+caRQrQ==;14/06/2023 15:28;OT-LAP2111750;14/06/2023 12:27;24/06/2023 12:27;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;16270932;D´MEDINA AUTOSERVICIO         ;CRISOSTOMO ALVAREZ 538;MONTERO;4142;CRISOSTOMO ALVAREZ 538;TUCUMAN;;;N910;Extra Rural
f4a823dc-bd0a-ee11-8f6e-00224838333c;M9MBvqAC3lOxKby9D77BR+7DXrBM6P6hQR1cW3/M6zrn5V1+nTnIapyyR3GfypTYHl4QKyER8blysymACs610A==;15/06/2023 21:44;OT-LAP2111206;14/06/2023 11:15;23/06/2023 10:15;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16337273;SUNSET;B MICROCTRO EL MAESTRO 73;CHILECITO;5.360;B MICROCTRO EL MAESTRO 73;LA RIOJA;;;N910;Rural
09765bfe-bb0a-ee11-8f6e-002248e0d69c;Y3hX3WlkfoZF4pkT1kS+HoNsiBWCoF6qQnC8C9kDoeCJJs2MRXI/qXUfT3Xm2SWUqyGLz9ETbqkr7W9JRWWtJg==;14/06/2023 14:02;OT-LAP2111121;14/06/2023 11:01;24/06/2023 11:01;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;34209957;FARMACIA SAN ROQUE;CORDOBA 41;HUMAHUACA;4630;CORDOBA 41;JUJUY;-24,24424;-65,19179;PAX_S920;Extra Rural
4b947984-b50a-ee11-8f6e-002248e0df68;dL60DBaGACIi9rm/aW+0xejFrxOvClxcoeBvA8BAynZ4LXJDXH5dbH2Bwtz5o4KAxjqKfyvdMREaSyIgy+VFGw==;14/06/2023 13:17;OT-LAP2110964;14/06/2023 10:15;24/06/2023 10:15;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16330496;MUEBLERIA LUCIMEL;SALTA ESQ JUJUY s/n;HUMAHUACA;4630;SALTA ESQ JUJUY s/n;JUJUY;;;N910;Extra Rural
b3e74de2-a40a-ee11-8f6e-002248d2defa;Mws9N5b+MfeF1D5UmUrewKr46yiJZ0aarExh9odgGT0FuAc9xdJwvMo+FjvS7lglbAGxfe2Fq47dD2Vffxqueg==;14/06/2023 11:17;OT-LAP2110753;14/06/2023 8:16;22/06/2023 19:00;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16337096;GUZMAN MENDOZA LUDVIK TADEO;25 de mayo  225 pb;SIMOCA;4.172;25 de mayo  225 pb;TUCUMAN;;;N910;Rural
4d550092-520a-ee11-8f6e-0022483839d8;6DU3d9R5A0nFR35ZvQgfL+JWzjXnVqDAb8uVqRROIlueS/S9GuupwnnoOOy3SfWOkR55xwLi52UxOTKnysNKYA==;14/06/2023 1:27;OT-LAP2110590;13/06/2023 22:27;27/06/2023 16:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;18120343;ALVARADO IVANA LORENA;BARRIO  2500 VIVIENDAS    MANA 24 .;SAN MIGUEL DE TUCUMAN;4000;BARRIO  2500 VIVIENDAS    MANA 24 .;TUCUMAN;;;PAX_S920;Ciudad
2c3491b8-510a-ee11-8f6e-0022483839d8;+6Ntn2Z0799v7ye6DZ/51GsTz6Ml1D/KjawmPZES6z7xNHKMSobwC4iuZZNsMdCRHN8yqn2dpWnjv2ZW8nv8Hw==;17/06/2023 13:23;OT-LAP2110565;13/06/2023 22:21;27/06/2023 16:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16084233;SAN PATRICIO;ALVARADO 1646;SALTA;4400;ALVARADO 1646;SALTA;-24,79004;-65,42422;N910;Ciudad
7d25be1c-4f0a-ee11-8f6e-00224838333c;sOEzJbU9QVmfAPBYHYUfzDauVGMxZCdFYUGAw2Ixokv3RdjWRFId4p8ELNIPftqeYCgTbq6zMViFhUw9TNi6Xw==;14/06/2023 14:44;OT-LAP2110550;13/06/2023 22:02;21/06/2023 18:00;Insumos papel;No;Lapos OT - Masivo Urbano v2;No;16294619;FIESTOKA                      ;guemes  125;SAN FERNANDO DEL VALLE DE CATAMARCA;4700;guemes  125;CATAMARCA;-28,47571;-65,76939;N910;Urbano
61bc4013-3e0a-ee11-8f6e-002248d2defa;QdEVx5bYNQT9z4clztmCxYuW57uy8JgUIg2yVfjYP9erFVNuqyUi8DScATfJkcn+oJRQXt4cO68nM7wH4IBxmQ==;13/06/2023 23:00;OT-LAP2110514;13/06/2023 20:00;21/06/2023 18:00;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16324595;LOPEZ PANIFICADOS S R L EN FOR;CERRO AGUILAR 612;SAN SALVADOR DE JUJUY;4600;CERRO AGUILAR 612;JUJUY;-24,19678;-65,29394;N910;Ciudad
34b9ada7-2b0a-ee11-8f6e-0022483839d8;xjBD54SIWn1SQrLQIFWKtMW2SNoefZ6HtRqyRSgNctzkq6P/cxYvJ5DC5agsdkgf+JkZ3aUqOz2W8koqYhfbKQ==;13/06/2023 20:49;OT-LAP2110311;13/06/2023 17:48;21/06/2023 15:48;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16233164;CASA DULCE                    ;SAN ANTONIO 633;SAN SALVADOR DE JUJUY;4600;SAN ANTONIO 633;JUJUY;-24,19653;-65,29687;N910;Ciudad
04c67980-280a-ee11-8f6e-000d3ac16cd2;4vb3KwDfOo+9FGwCFMrarwGrXdQCAjVCWVkPa6QdrXSTEE0HeUEAY3dX6kCO38EX7bWY3KxdeJsPX0ubxpgVsA==;13/06/2023 20:26;OT-LAP2110268;13/06/2023 17:25;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;35038971;TIENDA NICO;AV ESTEBAN GAETANO 32;LA RIOJA;5.360;AV ESTEBAN GAETANO 32;LA RIOJA;;;VE_390_PP101_P250;Rural
a18f69cf-270a-ee11-8f6e-000d3ac16cd2;Dy77LqQ+KTsl3EKU4GS7g/QDgTuiS6lzbuXT8fs+EP/7BzK0GfMrBKq2cBirTzRb1r2uiJv1pZRP1+NFFC0sEw==;13/06/2023 20:21;OT-LAP2110261;13/06/2023 17:21;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35041523;BICHITOS;San Martin 647;SAN SALVADOR DE JUJUY;4.600;San Martin 647;JUJUY;-24,18641;-65,30198;VE_390_PP101_P250;
